RDV;Quel est votre niveau de satisfaction global suite à ce rendez-vous ?;Avez-vous des remarques ou suggestions ?;;
physique;Peu satisfait;Il faudrait être un peu plus humain voir un peu plus respectueux vis-à-vis des gens surtout qui sont les gens sont malades voilà merci;;
physique;Pas du tout satisfait;J'ai pris se rdv dans l'attente d'une aide, pour remplir ma déclaration de revenu, pour une demande de complémentaire santé et votre agent m'a fait comprendre qu'il fallait que je me débrouille seul. Il était midi. Je suis en invalidité, rubrique inexistante dans.. VOUS ÊTES;;
physique;Très satisfait;Je regrette ces années ou il y avait plusieurs comptoirs ou une personne vous recevais et se chargeais de suite de votre problème .;;
physique;Assez satisfait;resultat de solution beaucoup trop long;;
physique;Très satisfait;AUCUNE. La non résolution de mon problème est lié à l'attitude des impôts (éventuellement sur les notifications de pension d'invalidité N1 ET N2, indiquer un pourcentage plutôt qu'une fourchette d'incapacité soit 66% au lieu des 2/3). Mais juste parce que le service des impôts sont tordus !!;;
physique;Assez satisfait;Obligée de me déplacer 2 fois au centre, concernant mes indemnités journalières. Problème qui aurait pu être évité si de base, mon dossier avait été traité correctement. Il était resté en suspens car mal aiguillé. Merci à l'agent pour son professionnalisme et sa réactivité. Quelques améliorations seraient bien à apporter pour éviter des désagréments d'ordre financier aux usagers. Documents déposés en octobre et traités en avril.;;
physique;Très satisfait;Rien a dire;;
physique;Assez satisfait;il faudrait qu'il puisse avoir la casquette d'assistante sociale également, pour mon pb je dois aviser sur internet, assistante sociale et medecin conseil de ce fait mon pb n'estpaq résolu;;
physique;Très satisfait;accueil particulièrement agréable;;
physique;Peu satisfait;Aucune nouvelle sur le traitement des démarches sur mon compte ameli mail ni même sms;;
physique;Très satisfait;non;;
physique;Très satisfait;Super conseillère à très bien répondu à mes demandes.;;
physique;Très satisfait;Je ne m'attendais pas à un accueil et une réponse à mes besoins d'une telle qualité. Je suis totalement satisfait, merci. Michel Paravy;;
physique;Assez satisfait;Satisfait de l'accueil mais pas des services qui ont suivis et qui  n'ont pas fait le nécessaire;;
physique;Assez satisfait;Rdv parfait mais explications téléphoniques / mail pas assez clairs ce qui a conduit à des pièces manquantes lors du rdv;;
physique;Assez satisfait;J'attends la réponse;;
physique;Pas du tout satisfait;pourquoi n'y a t-il pas de numéro direct affilé eu bureau CPAM de bollene ?;;
physique;Très satisfait;"Très bon accueil et de bon conseil.
Merci";;
physique;Très satisfait;Excellents accueil et prise en charge. Collaboratrice CPAM très bienveillante et à l écoute.;;
physique;Très satisfait;RAS;;
physique;Assez satisfait;"Si le kit arrive bien à la maison

Dommage que j’ai appris qu’une antenne ds la commune voisine aurait pu m’aider sans me rendre à la cpam mais satisfaite globalement";;
physique;Très satisfait;Continuer à être reçu physiquement et non uniquement via l'ordinateur;;
physique;Pas du tout satisfait;IL Y A DES GENS AU CHOMAGE QUI POURRAIT VOUS DONNEZ UN COUP DE MAINS VU LE TEMPS UNE HEURE PERDUE  POUR RIEN;;
physique;Peu satisfait;Les renseignements  retenus par deuxième  intervenant  ne correspondent pas au premier rendez vous pour rien ...;;
physique;Très satisfait;"J'adresse mes chaleureuses salutations et ma gratitude envers toute l'équipe de la CPAM. 
Prenez bien soin de vous.";;
physique;Pas du tout satisfait;personnel plus a l ecoute;;
physique;Assez satisfait;ras;;
physique;Assez satisfait;Amélioré et harmonisé le travaille entre le box et vérifié fonctionnement impeccable des ordinateurs !!!;;
physique;Très satisfait;Non;;
physique;Peu satisfait;"Oui, depuis le jour de mon rdv je n'ai pas encore reçu satisfaction à ma demande pcq lorsque j'étais au CHU-SUD pour un contrôle de routine l'hôtesse d'accueil m'a dit que je n'ai tjrs pas mon complémentaire santé alors que toutes les conditions ont été réunies. 
Merci et bonne compréhension.";;
physique;Très satisfait;Accompagnement très bienveillant au départ du temps d'attente jusqu'à la conseillère.;;
physique;Très satisfait;Very helpful;;
physique;Assez satisfait;pourquoi les feuilles de soins ne peuvent elles pas être envoyé via mon compte ameli;;
physique;Très satisfait;Non;;
physique;Peu satisfait;coordonner ses soins difficiles   la priorité des examens a faire;;
physique;Très satisfait;dans la liste déroulante pour prendre RDV la demande de MAJ de mon dossier n'était pas mentionnée;;
physique;Très satisfait;NON;;
physique;Très satisfait;Ça m'aide pas le code actuellement c'était mieux avant avec le mot de passe;;
physique;Peu satisfait;Temps d'atente pur un RDV trop long. Le 3446 est payant (.0.34 € le minute X 20 minute) avec un prépayé);;
physique;Très satisfait;Le personnel de l'Agence de Fécamp est très accueillant et cherche à nous répondre sérieusement à nos questions....;;
physique;Pas du tout satisfait;"CHAQUE FOIS QUE JE VIENS IL EST RARE QUE QUELQU4UN SOIT COMP2TENT TOUT PART EN LIVE C'EST INADMISSIBLE LES SEULS QUI SONT COMPETENT SE TROUVENT A MONTROUGE JE LES AI TOUS FAIT DANS MON ENVIRONNEMENT; NANTERRE? COURBEVOIE LES PLUS HIRROBLES? GARENNE COLOMBES? COLOMBES?";;
physique;Très satisfait;mon rv était bien à l'heure;;
physique;Très satisfait;R A S;;
physique;Très satisfait;la personne au telephone etait très aimable, et m'a apporté toutes les reponses attendues. je l'en remercie encore.;;
physique;Pas du tout satisfait;"Personnel très peu compétent
Impossible d’avoir des réponses concrètes à mes questions aussi bien par téléphone ou en me déplaçant";;
physique;Très satisfait;merci la séurité sociale !! vive le bien commun !!;;
physique;Assez satisfait;Oui il faut recharger ma carte début mai alors que j'ai rendez-vous avant mai;;
physique;Très satisfait;NON;;
physique;Peu satisfait;Mieux former votre personnel et surtout que tous tienne le même discours;;
physique;Pas du tout satisfait;L'agent doit pouvoir traiter la demande, pourquoi est-ce envoyé vers un autre service ? aucun sens;;
physique;Très satisfait;Le renouvellement de la CSS devrait être accordée tous les 5 ans pour les assurés de 90 ans.;;
physique;Pas du tout satisfait;Si un agent pouvait ENFIN résoudre notre problème de changement de mail.................;;
physique;Très satisfait;non;;
physique;Très satisfait;Tres bon contact et efficacité de la personne qui m' reçue;;
physique;Peu satisfait;Les conditions d attribution pour la complémentaire santé solidaire avec participation est réservé pour moi essentiellement aux personnes qui n ont pas fait l effort d être propriétaire car les locataires ne paient pas de taxe foncière Cordialement;;
physique;Très satisfait;très satisfait mais c est très utile d avoir au préalables un appel vocal afin de nous préparer et savoir quels documents se munir pour éviter a chacun de perdre du temps;;
physique;Assez satisfait;Communiquez plus;;
physique;Assez satisfait;L'AGENT A ETE TRES GENTIL ET A FAIT DEVANT MOI LE NECESSAIRE MAIS LA CAISSE N'A PAS SUIVIE SES RECOMMANDATIONS ET SES INDICATIONS. AVEC LES DOCS QUE J'AI APPORTE LA CAISSE PEUT CALCULER MES DROITS IJ ET ME LES VERSER CAR C'EST TRES URGENT JE N'AI PLUS D'ARGENT DU TOUT POUR LE MOIS D'AVRIL ET POUR LE MOIS DE MAI. IL FAUT IMPERATIVEMENT ME PAYER MES IJ GTRES RAPIDEMENT;;
physique;Pas du tout satisfait;"Il s'agirait de se mettre au travail et d'accéder aux demandes des gens. Peut être vos agents ont-ils besoin d'une formation pour apprendre à effectuer leur travail correctement ?
Deuxièmement, on n'utilise plus le terme ""mademoiselle"" depuis un moment, il s'agirait de le supprimer de vos courriers envoyés aux patientes. C'est un manque de respect.
Troisièmement, il s'agirait de se remettre en question et d'arrêter de penser que les gens sont abrutis et ne savent pas faire correctement les démarches, ou se servir des outils informatiques. VOS agents ne font pas leur travail, et ce n'est en aucun la faute des gens qui prennent un rdv. Les dossiers sont complets, ce sont vos agents qui perdent/n'envoient pas les documents. Vous faites perdre leur temps aux gens, et apportez bien plus de problèmes que de solutions. Revoyez vos compétences. Un tel service est une honte.";;
physique;Très satisfait;Je preferais qd il n etait pas question d un compte Amélie;;
physique;Pas du tout satisfait;Avoir une vraie avance sur mon dossier...;;
physique;Pas du tout satisfait;Je ne sais toujours pas pourquoi la CPAM a changé mon code régime alors que je suis fonctionnaire hopistalier depuis 37 ans .;;
physique;Très satisfait;Rétablir les caisses CPAM de proximité au lieu de les supprimer !;;
physique;Pas du tout satisfait;Formez mieux vos agents afin qu'ils donnent les réponses qui correspondent à ce qui se passent ensuite.;;
physique;Très satisfait;Cpam de Chateaubriant indispensable !!! personnel qualifié et très aimable ...!!!;;
physique;Très satisfait;Tout très bien;;
physique;Très satisfait;J’ai bien donné tous les justificatifs nécessaires et je suis dans l’attente de l’analyse de ma situation.;;
physique;Très satisfait;l'agence était très aimable professionnelle de bons conseils souriante;;
physique;Très satisfait;non mais pour naviguer sur amélie, il faut faire des cours.;;
physique;Assez satisfait;non;;
physique;Très satisfait;Non;;
physique;Très satisfait;La gentillesse de l agent qui m'a reçu;;
physique;Assez satisfait;Ayant des difficultés à me connecter sur votre site ameli. fr, j aurai très fortement apprécié être tenu informé par courrier ou par téléphone qu il vous manquait des documents pour me verser mes indemnités au lieu de devoir attendre 3 mois et pendant cette période, être en difficultés financière, ps: je ne possède pas d ordinateur.;;
physique;Très satisfait;Conseillère tres a l'écoute et réactive;;
physique;Peu satisfait;Peu de compréhension voire de compassion pour vis à vis de la situation ubuesque de l’assurée qui prend trop le sujet à coeur m’a dit le conseiller !;;
téléphonique;Assez satisfait;Au bout d une semaine, je n ai toujours pas reçu mes indemnites;;
téléphonique;Peu satisfait;"Il serait bien de pouvoir avoir dans certaines situations des ""personnes référentes"" et des boîtes mails ou zones de dépôt pour envoyer des documents (autrement que par voie postale).";;
téléphonique;Assez satisfait;Traitement de dossier très très long.;;
téléphonique;Très satisfait;Conseillère très aimable, merci pour elle;;
téléphonique;Très satisfait;Conseillère très sympathique, souriante (ça se ressent bcp par tel) et qui a su répondre à mes questions... Top !;;
téléphonique;Peu satisfait;Je ne comprend pas tous mes fiches de paye sont déposer à la sécu mais jusqu a se jour je n ai pas reçu ma pension d invalidité;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;"je dois dire que actuellement je sollicite vos services et que vraiment, à chaque appel je suis tombé sur des personnes très gentils, professionnel, et qui était à mon écoute.
merci";;
